neotoma_names,taxon_name
Cybianthus,cybianthus
Cybianthus-type,cybianthus_type
Cycadaceae-type,cycadaceae_type
Cycas,cycas
Cyclachaena xanthiifolia,cyclachaena_xanthiifolia
Cyclachaena xanthiifolia-type,cyclachaena_xanthiifolia_type
Cyclamen,cyclamen
Cyclamen europaeum,cyclamen_europaeum
Cyclamen hederifolium,cyclamen_hederifolium
Cyclamen hederifolium-type,cyclamen_hederifolium_type
Cyclamen purpurascens,cyclamen_purpurascens
Cyclanthaceae,cyclanthaceae
Cyclophyllum,cyclophyllum
Cyclophyllum-type,cyclophyllum_type
Cyclophyllum barbatum,cyclophyllum_barbatum
Cylicodiscus,cylicodiscus
Cynodendron,cynodendron
Cynoglossum,cynoglossum
Cynoglossum-type,cynoglossum_type
Cynoglossum creticum-type,cynoglossum_creticum_type
Cynoglossum officinale-type,cynoglossum_officinale_type
Cynometra,cynometra
Cynometra-type,cynometra_type
Cyperaceae,cyperaceae
Cyperaceae (<50 µm),cyperaceae_smaller_than_50_mu_m
Cyperaceae (>50 µm),cyperaceae_bigger_than_50_mu_m
Cyperaceae (20 µm),cyperaceae_20_mu_m
Cyperaceae (25 µm),cyperaceae_25_mu_m
Cyperaceae (27 µm),cyperaceae_27_mu_m
Cyperaceae (29 µm),cyperaceae_29_mu_m
Cyperaceae (31 µm),cyperaceae_31_mu_m
Cyperaceae (38 µm),cyperaceae_38_mu_m
Cyperaceae (broken),cyperaceae_broken
Cyperaceae (corroded),cyperaceae_corroded
Cyperaceae (crumpled),cyperaceae_crumpled
Cyperaceae (degraded),cyperaceae_degraded
"Cyperaceae (globose, <20 µm)",cyperaceae_globose_smaller_than_20_mu_m
Cyperaceae (inaperturate),cyperaceae_inaperturate
Cyperaceae (periporate),cyperaceae_periporate
Cyperaceae (reticulate),cyperaceae_reticulate
Cyperaceae (type 1),cyperaceae_type_1
Cyperaceae (type 2),cyperaceae_type_2
Cyperaceae (type 3),cyperaceae_type_3
Cyperaceae cf. Lepidosperma,cyperaceae_cf_lepidosperma
Cyperaceae cf. Rhynchospora alba,cyperaceae_cf_rhynchospora_alba
Cyperaceae cf. Scirpus,cyperaceae_cf_scirpus
Cyperaceae indet.,cyperaceae_indet
Cyperaceae undiff.,cyperaceae_undiff
Cyperus,cyperus
Cyperus-type,cyperus_type
Cyperus (type 1),cyperus_type_1
Cyperus capitatus,cyperus_capitatus
Cyperus longus-type,cyperus_longus_type
Cyphostemma-type,cyphostemma_type
Cyphostemma-type (C. cyphopetalum),cyphostemma_type_c_cyphopetalum
Cyphostemma mappia,cyphostemma_mappia
Cyrilla racemiflora,cyrilla_racemiflora
Cyrilla sp.,cyrilla_sp
Cyrillaceae,cyrillaceae
Cyrtandra,cyrtandra
Cyrtosperma-type,cyrtosperma_type
Cytinus,cytinus
Cytinus hypocistis,cytinus_hypocistis
Cytisus,cytisus
Cytisus-type,cytisus_type
Cytisus grandiflorus,cytisus_grandiflorus
Cytisus scoparius,cytisus_scoparius
Cytisus sect. Spartopsis,cytisus_sect_spartopsis
Cytisus/Genista-type,cytisus_genista_type
Dacrycarpus,dacrycarpus
Dacrycarpus (trisaccate),dacrycarpus_trisaccate
Dacrycarpus dacrydioides,dacrycarpus_dacrydioides
Dacrycarpus imbricatus,dacrycarpus_imbricatus
Dacrydium,dacrydium
Dacrydium-type,dacrydium_type
Dacrydium cupressinum,dacrydium_cupressinum
Dacrydium franklinii,dacrydium_franklinii
Dacrydium guillauminii,dacrydium_guillauminii
Dacryodes,dacryodes
Dacryodes-type,dacryodes_type
Dactylis-type,dactylis_type
Dalbergia,dalbergia
Dalbergia-type,dalbergia_type
Dalbergia (type 1),dalbergia_type_1
Dalbergia (type 2),dalbergia_type_2
Dalea,dalea
Dalea-type,dalea_type
Dalea candida,dalea_candida
Dalea candida-type,dalea_candida_type
Dalea purpurea,dalea_purpurea
Dalea purpurea-type,dalea_purpurea_type
Dalea undiff.,dalea_undiff
Dalechampia,dalechampia
Dalechampia-type,dalechampia_type
Damasonium,damasonium
Dampiera,dampiera
Daphne,daphne
Daphne-type,daphne_type
Daphne gnidium,daphne_gnidium
Daphne gnidium-type,daphne_gnidium_type
Daphne laureola,daphne_laureola
Daphne mezereum,daphne_mezereum
Daphne oleoides,daphne_oleoides
Daphne/Thymelaea,daphne_thymelaea
Daphniphyllum,daphniphyllum
Daphnopsis,daphnopsis
Daphnopsis cf. D. beta,daphnopsis_cf_d_beta
Darwiniothamnus,darwiniothamnus
Dasylirion,dasylirion
Dasyphyllum,dasyphyllum
Datisca,datisca
Datisca cannabina,datisca_cannabina
Datura,datura
Datura stramonium,datura_stramonium
Datura/Brugmansia-type,datura_brugmansia_type
Daucus,daucus
Daucus-type,daucus_type
Daucus carota,daucus_carota
Daucus carota-type,daucus_carota_type
Daviesia,daviesia
Daviesia-type,daviesia_type
Davilla,davilla
Decarya,decarya
Decaspermum,decaspermum
Decodon verticillatus,decodon_verticillatus
Deinbollia,deinbollia
Delonix,delonix
Delonix elata,delonix_elata
Delphinium,delphinium
Delphinium-type,delphinium_type
Delphinium ambiguum,delphinium_ambiguum
Delphinium elatum,delphinium_elatum
Dendrobangia,dendrobangia
Dendropanax,dendropanax
Dendrosenecio,dendrosenecio
Deschampsia,deschampsia
Deschampsia antarctica,deschampsia_antarctica
Descurainia,descurainia
Descurainia sophia,descurainia_sophia
Descurainia sophia-type,descurainia_sophia_type
Desfontainia,desfontainia
Desmodium,desmodium
Desmodium-type,desmodium_type
Desmoncus,desmoncus
Detarioideae,detarioideae
Detarium,detarium
Detarium senegalense-type,detarium_senegalense_type
Dialium,dialium
Dialium-type,dialium_type
Dialium guineense,dialium_guineense
Dianella,dianella
Dianella-type,dianella_type
Dianthus,dianthus
Dianthus-type,dianthus_type
Dianthus-type cf. Silene,dianthus_type_cf_silene
Dianthus caryophyllus,dianthus_caryophyllus
Dianthus lusitanus-type,dianthus_lusitanus_type
Dianthus superbus-type,dianthus_superbus_type
Diapensia,diapensia
Diapensia lapponica,diapensia_lapponica
Diatenopteryx,diatenopteryx
Dicentra,dicentra
Dichapetalum,dichapetalum
Dichondra-type (D. micrantha),dichondra_type_d_micrantha
Dichondra-type micrantha,dichondra_type_micrantha
Dichosciadium,dichosciadium
Dichosciadium-type,dichosciadium_type
Dichosciadium ranunculaceum,dichosciadium_ranunculaceum
Dichrostachys,dichrostachys
Dichrostachys-type,dichrostachys_type
Dichrostachys cinerea,dichrostachys_cinerea
Dichrostachys cinerea-type,dichrostachys_cinerea_type
Diclidanthera,diclidanthera
Dicliptera-type,dicliptera_type
Dicliptera paniculata,dicliptera_paniculata
Dicoma,dicoma
Dicranosstyles aff. D. scandens,dicranosstyles_aff_d_scandens
Dicranostyles,dicranostyles
Dictamnus albus,dictamnus_albus
Dictyocaryum,dictyocaryum
Dictyosperma-type,dictyosperma_type
Didelotia-type,didelotia_type
Didierea,didierea
Didymopanax,didymopanax
Didymopanax-type,didymopanax_type
Didymopanax (excluding Schefflera),didymopanax_excluding_schefflera
Didymopanax (type II),didymopanax_type_ii
Didymopanax distractiflorus/vinosus,didymopanax_distractiflorus_vinosus
Didymopanax undiff.,didymopanax_undiff
Didymotheca,didymotheca
Diervilla,diervilla
Diervilla lonicera,diervilla_lonicera
Digera-type muricata,digera_type_muricata
Digitalis,digitalis
Digitalis-type,digitalis_type
Digitalis purpurea,digitalis_purpurea
Digitalis purpurea-type,digitalis_purpurea_type
Dillenia,dillenia
Dilleniaceae,dilleniaceae
Dilleniaceae cf. Hibbertia,dilleniaceae_cf_hibbertia
Dilleniaceae undiff.,dilleniaceae_undiff
Dilodendron,dilodendron
Dimorphandra,dimorphandra
Dinizia,dinizia
Dioclea,dioclea
Dioclea-type,dioclea_type
Diodia,diodia
Diodia-type,diodia_type
Dioicodendron,dioicodendron
Dioscorea,dioscorea
Dioscorea communis,dioscorea_communis
Dioscorea dumetorum-type,dioscorea_dumetorum_type
Dioscoreaceae,dioscoreaceae
Diospyros,diospyros
Diospyros-type,diospyros_type
"Diospyros (Mauritius type 326, de Boer)",diospyros_mauritius_type_326_de_boer
"Diospyros (Mauritius type 363, de Boer)",diospyros_mauritius_type_363_de_boer
Diplarrena-type,diplarrena_type
Diplaspis,diplaspis
Diplaspis-type,diplaspis_type
Diploon,diploon
Diplusodon,diplusodon
Diplusodon (type 3),diplusodon_type_3
Dipsacaceae undiff.,dipsacaceae_undiff
Dipsacoideae,dipsacoideae
Dipsacoideae undiff.,dipsacoideae_undiff
Dipsacus,dipsacus
Dipsacus-type,dipsacus_type
Dipsacus-type narcisseanus,dipsacus_type_narcisseanus
Dipsacus fullonum,dipsacus_fullonum
Dipsacus fullonum-type,dipsacus_fullonum_type
Dipsacus/Cephalaria,dipsacus_cephalaria
Dipterocarpaceae,dipterocarpaceae
Dipterocarpaceae undiff.,dipterocarpaceae_undiff
Dipterygium glaucum-type,dipterygium_glaucum_type
Dipteryx,dipteryx
Dipteryx sp.,dipteryx_sp
Discaria,discaria
Discaria-type,discaria_type
Discaria toumatou,discaria_toumatou
Disperma-type,disperma_type
Disphyma,disphyma
Disphyma-type,disphyma_type
Disphyma cf. D. australe,disphyma_cf_d_australe
Dissiliaria comp.,dissiliaria_comp
Distemonanthus benthamianus,distemonanthus_benthamianus
Distichia,distichia
Distylium stellare,distylium_stellare
Dobera,dobera
Dobera glabra-type,dobera_glabra_type
Dodecatheon,dodecatheon
Dodecatheon-type,dodecatheon_type
Dodonaea,dodonaea
Dodonaea-type,dodonaea_type
"Dodonaea (Mauritius type 128, de Boer)",dodonaea_mauritius_type_128_de_boer
"Dodonaea (Mauritius type 167, de Boer)",dodonaea_mauritius_type_167_de_boer
Dodonaea (reticulate),dodonaea_reticulate
Dodonaea (small type),dodonaea_small_type
Dodonaea bursariifolia,dodonaea_bursariifolia
Dodonaea cf. D. viscosa,dodonaea_cf_d_viscosa
Dodonaea hispidula,dodonaea_hispidula
Dodonaea stenozyga,dodonaea_stenozyga
Dodonaea triquetra,dodonaea_triquetra
Dodonaea triquetra-type,dodonaea_triquetra_type
Dodonaea viscosa,dodonaea_viscosa
Dodonaea viscosa-type,dodonaea_viscosa_type
Dodonaea viscosa subsp. angustissima,dodonaea_viscosa_subsp_angustissima
Dodonaea viscosa subsp. cuneata,dodonaea_viscosa_subsp_cuneata
Dodonaea viscosa var. angustifolia,dodonaea_viscosa_var_angustifolia
Dodonaeoideae,dodonaeoideae
Dolicholobium,dolicholobium
Dolichos,dolichos
Dolichos-type,dolichos_type
Doliocarpus,doliocarpus
Dombeya,dombeya
Dombeya-type,dombeya_type
Dombeya cf. D. buetnerii,dombeya_cf_d_buetnerii
Dombeya elliptica-type,dombeya_elliptica_type
Dombeya quinqueseta,dombeya_quinqueseta
Donatia,donatia
Donatia-type,donatia_type
Donatia fascicularis,donatia_fascicularis
Donatia novae-zelandiae,donatia_novae_minus_zelandiae
Doronicum,doronicum
Doronicum-type,doronicum_type
Dorstenia,dorstenia
Dorstenia-type,dorstenia_type
Dorstenia-type scaphigera,dorstenia_type_scaphigera
Dorstenia foetida-type,dorstenia_foetida_type
Dorstenia kameruniana,dorstenia_kameruniana
Dorstenia zanzibarica-type,dorstenia_zanzibarica_type
Dorycnium,dorycnium
Dorycnium-type,dorycnium_type
Doryphora,doryphora
Douglasia,douglasia
Dovyalis,dovyalis
Draba,draba
Draba-type,draba_type
Dracaena,dracaena
Dracaena-type,dracaena_type
Dracaena afromontana-type,dracaena_afromontana_type
Dracaena steudneri,dracaena_steudneri
Dracaena steudneri-type,dracaena_steudneri_type
Dracocephalum-type,dracocephalum_type
Dracophyllum,dracophyllum
Dracunculus,dracunculus
Drapetes,drapetes
Drimiopsis,drimiopsis
Drimys,drimys
Drimys brasiliensis,drimys_brasiliensis
Drimys lanceolata,drimys_lanceolata
Drimys winteri,drimys_winteri
Drimys winteri-type,drimys_winteri_type
Drosera,drosera
Drosera-type,drosera_type
Drosera anglica,drosera_anglica
Drosera anglica-type,drosera_anglica_type
Drosera arcturi,drosera_arcturi
Drosera arcturi-type,drosera_arcturi_type
Drosera cf. D. intermedia,drosera_cf_d_intermedia
Drosera cf. D. rotundifolia,drosera_cf_d_rotundifolia
Drosera intermedia,drosera_intermedia
Drosera longifolia,drosera_longifolia
Drosera rotundifolia,drosera_rotundifolia
Drosera rotundifolia-type,drosera_rotundifolia_type
Drosera rotundifolia/D. anglica,drosera_rotundifolia_d_anglica
Drosera undiff.,drosera_undiff
Droseraceae,droseraceae
Droseraceae undiff.,droseraceae_undiff
Dryas,dryas
Dryas-type,dryas_type
Dryas integrifolia,dryas_integrifolia
Dryas octopetala,dryas_octopetala
Dryas octopetala-type,dryas_octopetala_type
Drymaria,drymaria
Drymaria cordata,drymaria_cordata
Drymophila-type,drymophila_type
Drypetes,drypetes
Drypetes-type,drypetes_type
Drypetes-type (D. gossweileri),drypetes_type_d_gossweileri
Drypetes sepiaria,drypetes_sepiaria
Drypetes undiff.,drypetes_undiff
Duroia,duroia
Dypsis,dypsis
Dyschoriste-type,dyschoriste_type
Dysopsis,dysopsis
Dysoxylum,dysoxylum
Ebenaceae,ebenaceae
Ebenaceae undiff.,ebenaceae_undiff
Ebenus-type,ebenus_type
Echeveria,echeveria
Echinocystis lobata,echinocystis_lobata
Echinodorus,echinodorus
Echinodorus (type 1),echinodorus_type_1
Echinodorus sp.,echinodorus_sp
Echinophora,echinophora
Echinophora-type,echinophora_type
Echinops,echinops
Echinops-type,echinops_type
Echinops ritro,echinops_ritro
Echites,echites
Echium,echium
Echium-type,echium_type
Echium cf. E. plantagineum,echium_cf_e_plantagineum
Echium vulgare,echium_vulgare
Echium vulgare-type,echium_vulgare_type
Echium/Onosma,echium_onosma
Ehretia,ehretia
Ehretia cymosa,ehretia_cymosa
Eichhornia,eichhornia
Eichhornia-type,eichhornia_type
Eichhornia (large),eichhornia_large
Eichhornia (small),eichhornia_small
Eichhornia (type I),eichhornia_type_i
Eichhornia (type II),eichhornia_type_ii
Ekebergia,ekebergia
Ekebergia-type,ekebergia_type
Ekebergia-type (E. capensis),ekebergia_type_e_capensis
Ekebergia-type capensis,ekebergia_type_capensis
Elaeagia-type,elaeagia_type
Elaeagnaceae,elaeagnaceae
Elaeagnaceae undiff.,elaeagnaceae_undiff
Elaeagnus,elaeagnus
Elaeagnus angustifolia,elaeagnus_angustifolia
Elaeagnus commutata,elaeagnus_commutata
Elaeagnus comp.,elaeagnus_comp
Elaeagnus macrophylla-type,elaeagnus_macrophylla_type
Elaeagnus/Shepherdia argentea,elaeagnus_shepherdia_argentea
Elaeis,elaeis
Elaeis guineensis,elaeis_guineensis
Elaeocarpaceae,elaeocarpaceae
Elaeocarpaceae (type 1),elaeocarpaceae_type_1
Elaeocarpaceae cf. Sloanea,elaeocarpaceae_cf_sloanea
Elaeocarpaceae cf.Tetratheca,elaeocarpaceae_cf_tetratheca
Elaeocarpaceae undiff.,elaeocarpaceae_undiff
Elaeocarpus,elaeocarpus
Elaeoluma,elaeoluma
Elaeoluma aff. E. nuda,elaeoluma_aff_e_nuda
Elaeoluma glabrescens,elaeoluma_glabrescens
Elaeophorbia-type,elaeophorbia_type
Elaeophorbia-type drupifera,elaeophorbia_type_drupifera
Elaeophorbia drupifera-type,elaeophorbia_drupifera_type
Elatine,elatine
Elatine-type,elatine_type
Elattostachys,elattostachys
Eleocharis,eleocharis
Eleocharis-type,eleocharis_type
Eleocharis comp.,eleocharis_comp
Elodea,elodea
Elodea-type,elodea_type
Elsholtzia,elsholtzia
Elymus,elymus
Elymus-type,elymus_type
Elytranthe,elytranthe
Elytropus,elytropus
Embelia,embelia
Embelia-type,embelia_type
Embelia-type (E. schimperi),embelia_type_e_schimperi
Embothrium,embothrium
Embothrium coccineum,embothrium_coccineum
Emilia,emilia
Emmotum,emmotum
Empetrum,empetrum
Empetrum-type,empetrum_type
Empetrum cf. E. nigrum,empetrum_cf_e_nigrum
Empetrum hermaphroditum,empetrum_hermaphroditum
Empetrum nigrum,empetrum_nigrum
Empetrum nigrum-type,empetrum_nigrum_type
Empetrum/Rhododendron subsect. Ledum,empetrum_rhododendron_subsect_ledum
Empodisma,empodisma
Encelia,encelia
Encephalartos,encephalartos
Endopleura,endopleura
Endospermum,endospermum
Engelhardia,engelhardia
Engelhardia-type,engelhardia_type
Engelhardia cf. E. spicata,engelhardia_cf_e_spicata
Engelhardia/Alfaroa,engelhardia_alfaroa
Englerina,englerina
Englerophytum,englerophytum
Entada,entada
Entada-type,entada_type
Entadopsis,entadopsis
Entandrophragma,entandrophragma
Entandrophragma-type,entandrophragma_type
Epacridaceae/Ericaceae,epacridaceae_ericaceae
Epacrideae,epacrideae
Epacrideae-type,epacrideae_type
Epacrideae undiff.,epacrideae_undiff
Epacris,epacris
Epacris-type,epacris_type
Epacris obtusifolia,epacris_obtusifolia
Epacris serpyllifolia,epacris_serpyllifolia
Ephedra,ephedra
Ephedra (branched folds),ephedra_branched_folds
Ephedra (simple folds),ephedra_simple_folds
Ephedra alata,ephedra_alata
Ephedra alata-type,ephedra_alata_type
Ephedra cf. E. distachya,ephedra_cf_e_distachya
Ephedra cf. E. foeminea,ephedra_cf_e_foeminea
Ephedra cf. E. fragilis,ephedra_cf_e_fragilis
Ephedra cf. E. tweediana,ephedra_cf_e_tweediana
Ephedra chilensis,ephedra_chilensis
Ephedra distachya,ephedra_distachya
Ephedra distachya-type,ephedra_distachya_type
Ephedra distachya subsp. helvetica-type,ephedra_distachya_subsp_helvetica_type
Ephedra distachya/E. major subsp. major,ephedra_distachya_e_major_subsp_major
Ephedra foeminea,ephedra_foeminea
Ephedra foeminea-type,ephedra_foeminea_type
Ephedra fragilis,ephedra_fragilis
Ephedra fragilis-type,ephedra_fragilis_type
Ephedra fragilis-type (smooth),ephedra_fragilis_type_smooth
Ephedra intermedia-type,ephedra_intermedia_type
Ephedra major,ephedra_major
Ephedra major-type,ephedra_major_type
Ephedra major subsp. major,ephedra_major_subsp_major
Ephedra nevadensis,ephedra_nevadensis
Ephedra nevadensis-type,ephedra_nevadensis_type
Ephedra strobilacea,ephedra_strobilacea
Ephedra strobilacea-type,ephedra_strobilacea_type
Ephedra torreyana,ephedra_torreyana
Ephedra torreyana-type,ephedra_torreyana_type
Ephedra trifurca-type,ephedra_trifurca_type
Ephedra tweediana,ephedra_tweediana
Ephedra undiff.,ephedra_undiff
Ephedra viridis,ephedra_viridis
Ephedra viridis-type,ephedra_viridis_type
Ephedraceae,ephedraceae
Ephippiandra,ephippiandra
Epilobium,epilobium
Epilobium-type,epilobium_type
Epilobium palustre,epilobium_palustre
Epilobium sect. Zauschneria,epilobium_sect_zauschneria
Epilobium sp.,epilobium_sp
Epilobium undiff.,epilobium_undiff
Epimedium,epimedium
Epipactis,epipactis
Epipactis palustris,epipactis_palustris
Epipactis palustris-type,epipactis_palustris_type
Episcia,episcia
Eranthis hyemalis,eranthis_hyemalis
Eremophila,eremophila
Eremurus,eremurus
Erica,erica
Erica-type,erica_type
Erica-type arborea,erica_type_arborea
Erica arborea,erica_arborea
Erica arborea-type,erica_arborea_type
Erica australis,erica_australis
Erica australis-type,erica_australis_type
Erica cf. E. arborea/multiflora,erica_cf_e_arborea_multiflora
Erica cf. E. tetralix,erica_cf_e_tetralix
Erica ciliaris,erica_ciliaris
Erica ciliaris-type,erica_ciliaris_type
Erica cinerea,erica_cinerea
Erica cinerea/E. tetralix,erica_cinerea_e_tetralix
Erica erigena,erica_erigena
Erica lusitanica,erica_lusitanica
Erica mediterranea,erica_mediterranea
Erica multiflora-type,erica_multiflora_type
Erica scoparia-type,erica_scoparia_type
Erica terminalis,erica_terminalis
Erica tetralix,erica_tetralix
Erica tetralix-type,erica_tetralix_type
Erica umbellata,erica_umbellata
Erica umbellata-type,erica_umbellata_type
Erica undiff.,erica_undiff
Erica/Arbutus,erica_arbutus
Ericaceae,ericaceae
Ericaceae-type,ericaceae_type
"Ericaceae (large, round)",ericaceae_large_round
"Ericaceae (large, triangular)",ericaceae_large_triangular
"Ericaceae (medium, soccer ball)",ericaceae_medium_soccer_ball
"Ericaceae (psilate, 35-40 µm)",ericaceae_psilate_35_minus_40_mu_m
"Ericaceae (psilate, circular, cf. Vaccinium)",ericaceae_psilate_circular_cf_vaccinium
"Ericaceae (scabrate, 40-50 µm)",ericaceae_scabrate_40_minus_50_mu_m
"Ericaceae (small, round)",ericaceae_small_round
"Ericaceae (small, triangular)",ericaceae_small_triangular
Ericaceae (type 1),ericaceae_type_1
Ericaceae (type 2),ericaceae_type_2
Ericaceae (type 3),ericaceae_type_3
Ericaceae (type 4),ericaceae_type_4
Ericaceae (type I),ericaceae_type_i
Ericaceae (type II),ericaceae_type_ii
Ericaceae (type III),ericaceae_type_iii
"Ericaceae (verrucate, 35 µm)",ericaceae_verrucate_35_mu_m
Ericaceae cf. Calluna,ericaceae_cf_calluna
Ericaceae cf. Cassiope,ericaceae_cf_cassiope
Ericaceae cf. Ledum,ericaceae_cf_ledum
Ericaceae cf. Leucopogon,ericaceae_cf_leucopogon
Ericaceae cf. Vaccinium,ericaceae_cf_vaccinium
Ericaceae indet.,ericaceae_indet
Ericaceae sensu lato,ericaceae_sensu_lato
Ericaceae undiff.,ericaceae_undiff
Ericaceae/Vaccinium,ericaceae_vaccinium
Ericales,ericales
Ericales (tetrad),ericales_tetrad
Ericales undiff.,ericales_undiff
Ericoideae,ericoideae
Erigeron,erigeron
Erigeron-type,erigeron_type
Eriocaulaceae,eriocaulaceae
Eriocaulon,eriocaulon
Eriocaulon-type,eriocaulon_type
Eriocaulon aquaticum,eriocaulon_aquaticum
Eriocaulon/Paepalanthus,eriocaulon_paepalanthus
Eriocoelum-type,eriocoelum_type
Eriocoelum macrocarpum-type,eriocoelum_macrocarpum_type
Eriogonum,eriogonum
Eriogonum-type,eriogonum_type
Eriogonum heracleoides-type,eriogonum_heracleoides_type
Eriogonum microtheca-type,eriogonum_microtheca_type
Eriophorum,eriophorum
Eriophorum-type,eriophorum_type
